indent,names,kind,pop_mil,lat,lon,iana,gv_id
            ,latvia,country,
                ,riga,city,0.743,56.924,23.971,RIX,1116
            ,lithuania,country,
                ,kaunas,city,0.375,54.964,24.085,KUN,1539
                ,klaipeda,city,0.192,55.973,21.094,PLQ,1540
                ,vilnius,city,0.542,54.634,25.286,VNO,1541
            ,luxembourg,country,
            ,malta,country,
            ,netherlands,country,
                ,groningen,city,0.217,53.120,6.579,GRQ,835
                ,eindhoven,city,0.398,51.450,5.375,EIN,836
                ,amsterdam,city,1.031,52.309,4.764,AMS,837
                ,maastricht,city,0.122,50.912,5.770,MST,838
            ,poland,country,
                ,rzeszow,city,0.246,50.110,22.019,RZE,2850
                ,poznan,city,0.624,52.421,16.826,POZ,2851
                ,warsaw,city,1.707,52.166,20.967,WAW,2852
                ,szczecin,city,0.408,53.585,14.902,SZZ,2853
                ,lublin,city,0.360,51.240,22.714,LUZ,2854
                ,krakow,city,0.756,50.078,19.785,KRK,2855
                ,katowice,city,2.746,50.474,19.080,KTW,2856
                ,gdansk,city,0.740,54.378,18.466,GDN,2857
                ,wroclaw,city,0.635,51.103,16.886,WRO,2858
                ,bydgoszcz,city,0.366,53.097,17.978,BZG,2859
                ,lodz,city,0.758,51.722,19.398,LCJ,2860
            ,portugal,country,
                ,beja,city,,38.079,-7.932,BYJ,1428
                ,vila real,city,0.017,41.274,-7.720,VRL,1429
                ,terceira,city,,38.762,-27.091,TER,1430
                ,funchal,city,0.205,32.698,-16.774,FNC,1431
                ,ponta delgada,city,0.062,37.741,-25.698,PDL,1432
                ,flores island,city,,39.455,-31.131,FLW,1433
                ,porto santo,city,,33.073,-16.350,PXO,1434
                ,faro,city,0.041,37.014,-7.966,FAO,1435
                ,horta,city,0.007,38.520,-28.716,HOR,1436
                ,santa maria island,city,,36.971,-25.171,SMA,1437
                ,braganca,city,,41.858,-6.707,BGC,1438
                ,lisbon,city,2.812,38.781,-9.136,LIS,1439
                ,porto,city,1.337,41.248,-8.681,OPO,1440
            ,romania,country,
                ,cluj napoca,city,0.317,46.785,23.686,CLJ,139
                ,bacau,city,0.200,46.522,26.910,BCM,140
                ,suceava,city,0.106,47.688,26.354,SCV,141
                ,satu mare,city,0.112,47.703,22.886,SUJ,142
                ,tirgu mures,city,,46.468,24.413,TGM,143
                ,constanta,city,0.303,44.362,28.488,CND,144
                ,sibiu,city,0.156,45.786,24.091,SBZ,145
                ,bucharest,city,1.942,44.571,26.085,OTP,146
                ,iasi,city,0.326,47.179,27.621,IAS,147
                ,oradea,city,0.214,47.025,21.903,OMR,148
                ,craiova,city,0.304,44.318,23.889,CRA,149
                ,timisoara,city,0.315,45.810,21.338,TSR,150
            ,slovak republic|slovakia,country,
                ,bratislava,city,0.424,48.170,17.213,BTS,2812
                ,poprad,city,,49.074,20.241,TAT,2813
                ,kosice,city,0.237,48.663,21.241,KSC,2814
                ,sliac,city,,48.638,19.134,SLD,2815
            ,slovenia,country,
                ,ljubljana,city,0.315,46.224,14.458,LJU,272
            ,spain,country,
                ,malaga,city,0.550,36.675,-4.499,AGP,2873
                ,madrid,city,5.567,40.472,-3.563,MAD,2874
                ,menorca,city,,39.863,4.219,MAH,2875
                ,granada,city,0.388,37.189,-3.777,GRX,2876
                ,girona,city,,41.901,2.761,GRO,2877
                ,melilla,city,,35.280,-2.956,MLN,2878
                ,pamplona,city,0.275,42.770,-1.646,PNA,2879
                ,valladolid,city,0.322,41.706,-4.852,VLL,2880
                ,logrono,city,0.144,42.461,-2.322,RJL,2881
                ,santa cruz de la palma,city,,28.626,-17.756,SPC,2882
                ,valencia (es),city,,39.489,-0.482,VLC,2883
                ,barcelona (es),city,,41.297,2.078,BCN,2884
                ,san sebastian la gomera,city,,28.030,-17.215,GMZ,2885
                ,santa cruz de tenerife,city,0.336,28.483,-16.341,TFN,2886
                ,burgos,city,0.170,42.358,-3.621,RGS,2887
                ,vigo,city,0.379,42.232,-8.627,VGO,2888
                ,lleida,city,,41.728,0.535,ILD,2889
                ,santander,city,0.209,43.427,-3.820,SDR,2890
                ,sevilla,city,1.212,37.418,-5.893,SVQ,2891
                ,valverde,city,,27.815,-17.887,VDE,2892
                ,jerez,city,,36.745,-6.060,XRY,2893
                ,almeria,city,0.179,36.844,-2.370,LEI,2894
                ,leon (es),city,,42.589,-5.656,LEN,2895
                ,tenerife,city,,28.045,-16.573,TFS,2896
                ,murcia,city,0.407,37.775,-0.812,MJV,2897
                ,reus,city,,41.147,1.167,REU,2898
                ,ibiza,city,,38.873,1.373,IBZ,2899
                ,zaragoza,city,0.649,41.666,-1.042,ZAZ,2900
                ,badajoz,city,0.140,38.891,-6.821,BJZ,2901
                ,lanzarote,city,,28.945,-13.605,ACE,2902
                ,asturias,city,,43.564,-6.035,OVD,2903
                ,alicante,city,0.316,38.282,-0.558,ALC,2904
                ,gran canaria,city,,27.932,-15.387,LPA,2905
                ,fuerteventura,city,,28.453,-13.864,FUE,2906
                ,bilbao,city,0.876,43.301,-2.911,BIO,2907
                ,salamanca,city,,40.952,-5.502,SLM,2908
                ,santiago de compostela,city,0.092,42.896,-8.415,SCQ,2909
                ,ceuta,city,,,,JCU,2910
                ,palma de mallorca,city,,39.552,2.739,PMI,2911
            ,sweden,country,
                ,kramfors,city,,63.049,17.769,KRF,2540
                ,sveg,city,,62.048,14.423,EVG,2541
                ,visby,city,0.023,57.663,18.346,VBY,2542
                ,orebro,city,0.099,59.224,15.038,ORB,2543
                ,hemavan,city,,65.806,15.083,HMV,2544
                ,kalmar,city,0.035,56.686,16.288,KLR,2545
                ,vasteras,city,0.107,59.589,16.634,VST,2546
                ,malmo,city,0.269,55.536,13.376,MMX,2547
                ,kristianstad,city,0.032,55.922,14.085,KID,2548
                ,jonkoping,city,0.090,57.758,14.069,JKG,2549
                ,arvidsjaur,city,,65.590,19.282,AJR,2550
                ,angelholm,city,,56.296,12.847,AGH,2551
                ,nykoping,city,0.028,58.789,16.912,NYO,2552
                ,ornskoldsvik,city,0.028,63.408,18.990,OER,2553
                ,sundsvall,city,0.073,62.528,17.444,SDL,2554
                ,lycksele,city,,64.548,18.716,LYC,2555
                ,skelleftea,city,0.031,64.625,21.077,SFT,2556
                ,karlstad,city,0.074,59.445,13.337,KSD,2557
                ,borlange,city,0.039,60.422,15.515,BLE,2558
                ,gallivare,city,,67.132,20.815,GEV,2559
                ,kiruna,city,0.018,67.822,20.337,KRN,2560
                ,vilhelmina,city,,64.579,16.834,VHM,2561
                ,oskarshamn,city,,57.350,16.498,OSK,2562
                ,are,city,,63.194,14.500,OSD,2563
                ,mora,city,,60.958,14.511,MXX,2564
                ,pajala,city,,67.246,23.069,PJA,2565
                ,hagfors,city,,60.020,13.579,HFS,2566
                ,vaxjo,city,0.060,56.929,14.728,VXO,2567
                ,trollhattan,city,0.045,58.318,12.345,THN,2568
                ,ronneby,city,,56.267,15.265,RNB,2569
                ,umea,city,0.078,63.792,20.283,UME,2570
                ,stockholm,city,1.264,59.652,17.919,ARN,2571
                ,goteborg,city,0.538,57.663,12.280,GOT,2572
                ,lulea,city,0.049,65.544,22.122,LLA,2573
    ,south america,continent,
        ,bolivia,country,
            ,yacuiba,city,,-21.961,-63.652,BYC,85
            ,trinidad,city,0.084,-14.819,-64.918,TDD,86
            ,tarija,city,0.159,-21.556,-64.701,TJA,87
            ,uyuni,city,0.013,-20.446,-66.848,UYU,88
            ,puerto suarez,city,0.022,-18.975,-57.821,PSZ,89
            ,santa cruz,city,2.103,-17.645,-63.135,VVI,90
            ,oruro,city,0.247,-17.963,-67.076,ORU,91
            ,riberalta,city,0.074,-11.000,-66.000,RIB,92
            ,rurrenabaque,city,0.012,-14.428,-67.497,RBQ,93
            ,potosi,city,0.180,-19.543,-65.724,POI,94
            ,cochabamba,city,1.000,-17.421,-66.177,CBB,95
            ,la paz (bo),city,,-16.513,-68.192,LPB,96
            ,cobija,city,0.044,-11.040,-68.783,CIJ,97
            ,sucre,city,0.225,-19.007,-65.289,SRE,98
        ,paraguay,country,
            ,ciudad del este,city,0.321,-25.455,-54.843,AGT,243
            ,asuncion,city,1.870,-25.240,-57.520,ASU,244
        ,chile,country,
            ,la serena,city,0.155,-29.916,-71.200,LSC,291
            ,balmaceda,city,,-45.916,-71.689,BBA,292
            ,puerto natales,city,0.020,-51.672,-72.528,PNT,293
            ,calama,city,0.143,-22.498,-68.904,CJC,294
            ,el salvador,city,,-26.311,-69.765,ESR,295
                ,san salvador (sv),city,,13.441,-89.056,SAL,2918
            ,santiago (cl),city,,-33.393,-70.786,SCL,296
            ,valdivia,city,0.160,-39.650,-73.086,ZAL,297
            ,temuco,city,0.266,-38.926,-72.651,ZCO,298
            ,easter island,city,,-27.165,-109.422,IPC,299
            ,castro,city,,-42.340,-73.716,MHC,300
            ,osorno,city,0.154,-40.611,-73.061,ZOS,301
            ,antofagasta,city,0.310,-23.445,-70.445,ANF,302
            ,concepcion,city,0.890,-36.773,-73.063,CCP,303
            ,pucon,city,,-39.293,-71.916,ZPC,304
            ,copiapo,city,0.129,-27.261,-70.779,CPO,305
            ,punta arenas,city,0.117,-53.003,-70.855,PUQ,306
            ,iquique,city,0.227,-20.535,-70.181,IQQ,307
            ,arica,city,0.186,-18.348,-70.339,ARI,308
            ,puerto montt,city,0.175,-41.439,-73.094,PMC,309
        ,uruguay,country,
            ,salto,city,0.106,-31.438,-57.985,STY,517
            ,punta del este,city,0.159,-34.855,-55.094,PDP,518
            ,montevideo,city,1.513,-34.838,-56.031,MVD,519
        ,french guiana,country,
            ,cayenne,city,0.062,4.820,-52.360,CAY,718
        ,falkland islands,country,
            ,mount pleasant,city,,-51.823,-58.447,MPN,759
        ,guyana,country,
            ,georgetown,city,0.264,6.499,-58.254,GEO,797
        ,suriname,country,
            ,paramaribo,city,0.254,5.453,-55.188,PBM,834
        ,peru,country,
            ,jauja,city,0.021,-11.783,-75.473,JAU,1212
            ,piura,city,0.397,-5.206,-80.616,PIU,1213
            ,cajamarca,city,0.143,-7.139,-78.489,CJA,1214
            ,pucallpa,city,0.311,-8.378,-74.574,PCL,1215
            ,lima,city,8.012,-12.022,-77.114,LIM,1216
            ,tarapoto,city,0.001,-6.509,-76.373,TPP,1217
            ,anta,city,,-9.347,-77.598,ATA,1218
            ,puerto maldonado,city,0.067,-12.614,-69.229,PEM,1219
            ,trujillo,city,0.765,-8.081,-79.109,TRU,1220
            ,huanuco,city,0.158,-9.879,-76.205,HUU,1221
            ,tumbes,city,0.109,-3.553,-80.381,TBP,1222
            ,ayacucho,city,0.166,-13.155,-74.204,AYP,1223
            ,juliaca,city,0.246,-15.467,-70.158,JUL,1224
            ,andahuaylas,city,,-13.706,-73.350,ANS,1225
            ,talara,city,0.099,-4.577,-81.254,TYL,1226
            ,tacna,city,0.280,-18.053,-70.276,TCQ,1227
            ,iquitos,city,0.459,-3.785,-73.309,IQT,1228
            ,cuzco,city,,-13.536,-71.939,CUZ,1229
            ,chiclayo,city,0.597,-6.787,-79.828,CIX,1230
            ,arequipa,city,0.815,-16.341,-71.583,AQP,1231
        ,colombia,country,
            ,cartagena,city,0.887,10.442,-75.513,CTG,1361
            ,lamacarena,city,,,,LMC,1362
            ,apartado,city,,7.812,-76.716,APO,1363
            ,providencia,city,,13.357,-81.358,PVA,1364
            ,buenaventura,city,0.253,3.820,-76.990,BUN,1365
            ,pasto,city,0.382,1.396,-77.291,PSO,1366
            ,quibdo,city,0.093,5.691,-76.641,UIB,1367
            ,saravena,city,,6.952,-71.857,RVE,1368
            ,san andres island,city,,12.584,-81.711,ADZ,1369
            ,bahia solano,city,,6.203,-77.395,BSC,1370
            ,arauca,city,0.069,7.069,-70.737,AUC,1371
            ,puerto asis,city,,0.505,-76.501,PUU,1372
            ,corozal (co),city,,9.333,-75.286,CZU,1373
            ,cali,city,2.254,3.543,-76.382,CLO,1374
            ,puerto inirida,city,,3.854,-67.906,PDA,1375
            ,mocoa,city,0.022,0.979,-76.606,VGZ,1376
            ,bogota,city,7.772,4.702,-74.147,BOG,1377
            ,florencia,city,0.130,1.589,-75.564,FLA,1378
            ,ibague,city,0.422,4.422,-75.133,IBE,1379
            ,popayan,city,0.259,2.454,-76.609,PPN,1380
            ,nuqui,city,0.003,5.696,-77.281,NQU,1381
            ,ipiales,city,0.110,0.862,-77.672,IPI,1382
            ,puerto carreno,city,0.010,6.185,-67.493,PCR,1383
            ,barrancabermeja,city,0.191,7.024,-73.807,EJA,1384
            ,tumaco,city,0.087,1.814,-78.749,TCO,1385
            ,tarapaca,city,,,,TCD,1386
            ,valledupar,city,0.308,10.435,-73.249,VUP,1387
            ,villavicencio,city,0.375,4.168,-73.614,VVC,1388
            ,riohacha,city,0.133,11.526,-72.926,RCH,1389
            ,san vicente del caguan,city,0.002,2.152,-74.766,SVI,1390
            ,araracuara,city,,-0.583,-72.408,ACR,1391
            ,san jose del guaviare,city,0.022,2.580,-72.639,SJE,1392
            ,mitu,city,0.006,1.254,-70.234,MVP,1393
            ,santa marta,city,0.432,11.120,-74.231,SMR,1394
            ,barranquilla,city,1.798,10.890,-74.781,BAQ,1395
            ,medellin,city,3.297,6.165,-75.423,MDE,1396
            ,el yopal,city,,5.319,-72.384,EYP,1397
            ,la pedrera,city,,-1.329,-69.580,LPD,1398
            ,bucaramanga,city,1.009,7.127,-73.185,BGA,1399
            ,puerto leguizamo,city,,-0.182,-74.771,LQM,1400
            ,guapi,city,0.014,2.570,-77.899,GPI,1401
            ,pereira,city,0.569,4.813,-75.740,PEI,1402
            ,la chorrera,city,,,,LCR,1403
            ,neiva,city,0.353,2.950,-75.294,NVA,1404
            ,monteria,city,0.275,8.824,-75.826,MTR,1405
            ,tame,city,0.029,6.451,-71.760,TME,1406
            ,cucuta,city,0.722,7.928,-72.511,CUC,1407
        ,ecuador,country,
            ,santa rosa (ec),city,,-3.442,-79.997,ETR,1459
            ,tulcan,city,0.083,0.810,-77.708,TUA,1460
            ,loja,city,0.126,-3.996,-79.372,LOH,1461
            ,quito,city,1.701,-0.129,-78.358,UIO,1462
            ,esmeraldas,city,0.173,0.979,-79.627,ESM,1463
            ,san cristobal island,city,,-0.910,-89.617,SCY,1464
            ,guayaquil,city,2.514,-2.157,-79.884,GYE,1465
            ,latacunga,city,0.095,-0.907,-78.616,LTX,1466
            ,lago agrio,city,,,,LGQ,1467
            ,macas,city,0.024,-2.299,-78.121,XMS,1468
            ,manta,city,0.183,-0.946,-80.679,MEC,1469
            ,tena,city,0.031,-1.060,-77.583,TNW,1470
            ,coca,city,,-0.463,-76.987,OCC,1471
            ,baltra island,city,,-0.454,-90.266,GPS,1472
            ,cuenca,city,0.287,-2.889,-78.984,CUE,1473
        ,venezuela,country,
            ,maracaibo,city,2.072,10.558,-71.728,MAR,1701
            ,valera,city,0.191,9.340,-70.584,VLV,1702
            ,las piedras,city,,11.781,-70.151,LSP,1703
            ,valencia (ve),city,,10.150,-67.928,VLN,1704
            ,barquisimeto,city,1.116,10.043,-69.359,BRM,1705
            ,merida (ve),city,,8.582,-71.161,MRD,1706
            ,coro,city,0.195,11.415,-69.681,CZE,1707
            ,barinas,city,0.284,8.615,-70.214,BNS,1708
            ,santo domingo (ve),city,,7.565,-72.035,STD,1709
            ,barcelona (ve),city,,10.111,-64.692,BLA,1710
            ,canaima,city,,6.232,-62.854,CAJ,1711
            ,puerto ayacucho,city,0.053,5.620,-67.606,PYH,1712
            ,puerto ordaz,city,,8.289,-62.760,PZO,1713
            ,caracas,city,2.985,10.601,-66.991,CCS,1714
            ,cabimas,city,0.441,,,CBS,1715
            ,santa elena,city,,4.555,-61.150,SNV,1716
            ,el vigia,city,,8.624,-71.673,VIG,1717
            ,porlamar,city,0.197,10.913,-63.967,PMV,1718
            ,maturin,city,0.411,9.755,-63.147,MUN,1719
            ,san tome,city,,8.945,-64.151,SOM,1720
            ,cumana,city,0.318,10.450,-64.130,CUM,1721
        ,brazil,country,
            ,bonito,city,,-21.247,-56.452,BYO,1934
            ,maraba,city,0.166,-5.369,-49.138,MAB,1935
            ,manaus,city,1.753,-3.039,-60.050,MAO,1936
            ,belem,city,2.167,-1.379,-48.476,BEL,1937
            ,petrolina,city,0.261,-9.362,-40.569,PNZ,1938
            ,cabo frio,city,0.262,-22.922,-42.074,CFB,1939
            ,cacador,city,0.064,-26.788,-50.940,CFC,1940
            ,joinville,city,,-26.225,-48.797,JOI,1941
            ,alta floresta,city,0.040,-9.866,-56.105,AFL,1942
            ,sao joao del rei,city,0.079,,,JDR,1943
            ,tucurui,city,0.076,-3.786,-49.720,TUR,1944
            ,patos de minas,city,,-18.673,-46.491,POJ,1945
            ,porto alegre,city,3.917,-29.994,-51.171,POA,1946
            ,curitiba ,city,,-25.528,-49.176,CWB,1947
            ,paulo afonso,city,0.085,-9.401,-38.251,PAV,1948
            ,carajas,city,,-6.115,-50.001,CKS,1949
            ,cacoal,city,,-11.496,-61.451,OAL,1950
            ,montes claros,city,0.332,-16.707,-43.819,MOC,1951
            ,resende,city,,-22.479,-44.480,REZ,1952
            ,rio verde,city,0.048,-17.835,-50.956,RVD,1953
            ,ilheus,city,0.231,-14.816,-39.033,IOS,1954
            ,caxias do sul,city,0.381,-29.197,-51.188,CXJ,1955
            ,barreiras,city,0.158,-12.079,-45.009,BRA,1956
            ,londrina,city,0.520,-23.334,-51.130,LDB,1957
            ,varginha,city,,-21.590,-45.473,VAG,1958
            ,corumba,city,0.097,-19.012,-57.671,CMG,1959
            ,dourados,city,0.162,-22.202,-54.927,DOU,1960
            ,brasilia,city,3.717,-15.869,-47.921,BSB,1961
            ,araguaina,city,0.050,-7.228,-48.241,AUX,1962
            ,barcelos,city,0.013,-0.981,-62.920,BAZ,1963
            ,marilia,city,0.212,-22.197,-49.926,MII,1964
            ,erechim,city,0.096,-27.662,-52.268,ERM,1965
            ,eirunepe,city,0.022,-6.640,-69.880,ERN,1966
            ,santarem,city,0.230,-2.425,-54.786,STM,1967
            ,tefe,city,0.051,-3.383,-64.724,TFF,1968
            ,cruzeiro do sul,city,0.057,-7.600,-72.770,CZS,1969
            ,altamira,city,0.071,-3.254,-52.254,ATM,1970
            ,porto velho,city,0.306,-8.709,-63.902,PVH,1971
            ,imperatriz,city,0.218,-5.531,-47.460,IMP,1972
            ,caldas novas,city,,-17.725,-48.607,CLV,1973
            ,porto seguro,city,0.123,-16.439,-39.081,BPS,1974
            ,guayaramerin,city,,-10.821,-65.346,GYA,1975
            ,goiania,city,2.022,-16.632,-49.221,GYN,1976
            ,aracaju,city,0.685,-10.984,-37.070,AJU,1977
            ,uberlandia,city,0.564,-18.884,-48.225,UDI,1978
            ,santa maria,city,0.249,-29.711,-53.688,RIA,1979
            ,fortaleza,city,3.602,-3.776,-38.533,FOR,1980
            ,pelotas,city,0.321,-31.718,-52.328,PET,1981
            ,santa isabel rio negro,city,,-0.379,-64.992,IRZ,1982
            ,vitoria da conquista,city,0.308,-14.863,-40.863,VDC,1983
            ,florianopolis,city,1.023,-27.670,-48.553,FLN,1984
            ,sao paula de olivenca,city,,-3.468,-68.920,OLC,1985
            ,lencois,city,,-12.482,-41.277,LEC,1986
            ,fonte boa,city,0.016,-2.533,-66.083,FBA,1987
            ,francisco beltrao,city,,-26.059,-53.063,FBE,1988
            ,passo fundo,city,0.180,-28.244,-52.327,PFB,1989
            ,rio de janeiro,city,11.748,-22.810,-43.251,GIG,1990
            ,humaita,city,,-7.532,-63.072,HUW,1991
            ,recife,city,3.651,-8.126,-34.924,REC,1992
            ,campos,city,0.387,-21.698,-41.302,CAW,1993
            ,salvador,city,3.484,-12.909,-38.322,SSA,1994
            ,uruguaiana,city,0.123,-29.782,-57.038,URG,1995
            ,ipatinga,city,0.408,-19.471,-42.488,IPN,1996
            ,macae,city,0.143,-22.343,-41.766,MEA,1997
            ,ribeirao preto,city,0.551,-21.136,-47.777,RAO,1998
            ,bauru,city,0.335,-22.167,-49.050,JTC,1999
            ,maringa,city,0.328,-23.479,-52.012,MGF,2000
            ,leticia,city,,-4.194,-69.943,LET,2001
            ,natal,city,1.088,-5.768,-35.376,NAT,2002
            ,santo angelo,city,0.065,-28.282,-54.169,GEL,2003
            ,trombetas,city,,-1.490,-56.397,TMT,2004
            ,criciuma,city,0.204,-28.724,-49.421,CCM,2005
            ,parintins,city,0.064,-2.673,-56.777,PIN,2006
            ,uberaba,city,0.261,-19.765,-47.966,UBA,2007
            ,juazeiro do norte,city,0.225,-7.219,-39.270,JDO,2008
            ,rio branco,city,0.258,-9.869,-67.898,RBR,2009
            ,sao jose do rio preto,city,0.375,-20.817,-49.407,SJP,2010
            ,sao jose dos campos,city,0.754,-23.229,-45.861,SJK,2011
            ,sao gabriel,city,0.055,-0.148,-66.986,SJL,2012
            ,governador valadares,city,0.251,-18.895,-41.982,GVR,2013
            ,campinas,city,2.791,-23.007,-47.134,VCP,2014
            ,campina grande,city,0.417,-7.270,-35.896,CPV,2015
            ,foz do iguacu,city,0.440,-25.600,-54.485,IGU,2016
            ,sena madureira,city,0.026,,,ZMD,2017
            ,cascavel,city,0.257,-25.000,-53.501,CAC,2018
            ,labrea,city,,-7.279,-64.770,LBR,2019
            ,vitoria,city,1.704,-20.258,-40.286,VIX,2020
            ,itaituba,city,0.092,-4.242,-56.001,ITB,2021
            ,itacoatiara,city,0.052,-3.127,-58.481,ITA,2022
            ,araxa,city,0.083,-19.563,-46.960,AAX,2023
            ,juiz de fora,city,0.470,-21.792,-43.387,JDF,2024
            ,sao luiz,city,,-2.585,-44.234,SLZ,2025
            ,joao pessoa,city,0.956,-7.146,-34.949,JPA,2026
            ,maceio,city,1.186,-9.511,-35.792,MCZ,2027
            ,ji parana,city,0.065,-10.871,-61.847,JPR,2028
            ,macapa,city,0.499,0.051,-51.072,MCP,2029
            ,teresina,city,0.907,-5.060,-42.824,THE,2030
            ,sinop,city,,-11.885,-55.586,OPS,2031
            ,umuarama,city,,-23.799,-53.314,UMU,2032
            ,navegantes,city,,-26.880,-48.651,NVT,2033
            ,belo horizonte,city,5.575,-19.624,-43.972,CNF,2034
            ,president prudente,city,,-22.175,-51.425,PPB,2035
            ,joacaba,city,0.039,-27.171,-51.553,JCB,2036
            ,aracatuba,city,0.170,-21.141,-50.425,ARU,2037
            ,chapeco,city,0.160,-27.134,-52.657,XAP,2038
            ,boa vista,city,0.235,2.841,-60.692,BVB,2039
            ,vilhena,city,0.063,-12.694,-60.098,BVH,2040
            ,rondonopolis,city,0.153,-16.586,-54.725,ROO,2041
            ,sao paulo,city,18.845,-23.436,-46.473,GRU,2042
            ,palmas,city,0.235,-10.292,-48.357,PMW,2043
            ,cuiaba,city,0.806,-15.653,-56.117,CGB,2044
            ,campo grande,city,0.778,-20.469,-54.673,CGR,2045
            ,fernando de noronha,city,,-3.855,-32.423,FEN,2046
            ,coari,city,0.053,-4.134,-63.133,CIZ,2047
            ,araraquara,city,,-21.812,-48.133,AQA,2048
        ,argentina,country,
            ,catamarca,city,,-28.596,-65.752,CTC,3182
            ,san rafael,city,0.109,-34.588,-68.404,AFA,3183
            ,tucuman,city,,-26.841,-65.105,TUC,3184
            ,san carlos de bariloche,city,0.095,-41.151,-71.158,BRC,3185
            ,sunchales,city,0.013,-30.957,-61.528,NCJ,3186
            ,esquel,city,0.020,-42.908,-71.140,EQS,3187
            ,rio grande,city,,-53.778,-67.749,RGA,3188
            ,rio gallegos,city,0.086,-51.609,-69.313,RGL,3189
            ,la rioja,city,0.163,-29.382,-66.796,IRJ,3190
            ,santiago del estero,city,0.355,-27.766,-64.310,SDE,3191
            ,cordoba,city,1.452,-31.324,-64.208,COR,3192
            ,viedma,city,0.059,-40.869,-63.000,VDM,3193
            ,santa fe (ar),city,,-31.712,-60.812,SFN,3194
            ,ushuaia,city,0.058,-54.843,-68.296,USH,3195
            ,resistencia,city,0.387,-27.450,-59.056,RES,3196
            ,trelew,city,0.093,-43.211,-65.270,REL,3197
            ,formosa,city,0.221,-26.213,-58.228,FMA,3198
            ,santa rosa (ar),city,,-36.588,-64.276,RSA,3199
            ,neuquen,city,0.242,-38.949,-68.156,NQN,3200
            ,san luis,city,0.432,-33.273,-66.356,LUQ,3201
            ,villa mercedes,city,0.049,-33.730,-65.387,VME,3202
            ,jujuy,city,,-24.393,-65.098,JUJ,3203
            ,mendoza,city,0.893,-32.832,-68.793,MDZ,3204
            ,buenos aires,city,12.795,-34.822,-58.536,EZE,3205
            ,san martin de los andes,city,,-40.075,-71.137,CPC,3206
            ,san juan (ar),city,,-31.572,-68.418,UAQ,3207
            ,iguazu,city,,-25.737,-54.473,IGR,3208
            ,el calafate,city,0.008,-50.280,-72.053,FTE,3209
            ,mar del plata,city,0.556,-37.934,-57.573,MDQ,3210
            ,posadas,city,0.357,-27.386,-55.971,PSS,3211
            ,bahia blanca,city,0.282,-38.725,-62.169,BHI,3212
            ,puerto madryn,city,0.065,-42.759,-65.103,PMY,3213
            ,salta,city,0.513,-24.856,-65.486,SLA,3214
            ,comodoro rivadavia,city,0.141,-45.785,-67.466,CRD,3215
            ,rosario,city,1.203,-32.904,-60.785,ROS,3216
            ,rio hondo,city,,-27.497,-64.936,RHD,3217
            ,perito moreno,city,0.004,-46.538,-70.979,PMQ,3218
            ,villa gesell,city,,-37.235,-57.029,VLG,3219
    ,north america,continent,
        ,caribbean,region,
            ,puerto rico,country,
                ,vieques,city,,18.116,-65.423,VQS,195
                ,aguadilla,city,0.012,18.495,-67.129,BQN,196
                ,san juan (pr),city,,18.439,-66.002,SJU,197
                ,ponce,city,0.120,18.008,-66.563,PSE,198
            ,trinidad and tobago,country,
                ,port of spain,city,0.295,10.595,-61.337,POS,224
                ,tobago,city,,11.150,-60.832,TAB,225
            ,st. kitts and nevis,country,
                ,st kitts,city,,17.311,-62.719,SKB,489
            ,jamaica,country,
                ,montego bay,city,0.126,18.504,-77.913,MBJ,491
                ,kingston (jm),city,,17.936,-76.787,KIN,492
            ,st. maarten,country,
                ,st maarten,city,,18.041,-63.109,SXM,645
            ,virgin islands (u.s.),country,
                ,st croix island,city,,17.702,-64.799,STX,648
                ,st thomas island,city,,18.337,-64.973,STT,649
            ,turks and caicos islands,country,
                ,grand turk,city,0.006,21.444,-71.142,GDT,674
                ,providenciales,city,,21.774,-72.266,PLS,675
            ,dominica,country,
            ,montserrat,country,
            ,caribbean netherlands,country,
                ,st eustatius,city,,17.497,-62.979,EUX,795
                ,bonaire,city,,12.131,-68.269,BON,796
            ,martinique,country,
                ,fort de france,city,0.254,14.591,-61.003,FDF,859
            ,british virgin islands,country,
                ,beef island,city,,18.445,-64.543,EIS,901
            ,st barthelemy|saint barthelemy,country,
            ,grenada,country,
            ,haiti,country,
                ,port au prince,city,1.998,18.580,-72.293,PAP,978
                ,cap haitien,city,0.281,19.733,-72.195,CAP,979
            ,st. lucia,country,
                ,st lucia,city,,13.733,-60.953,UVF,1038
            ,st. vincent and grenadines,country,
                ,st vincent,city,,13.157,-61.150,SVD,1118
                ,canouan island,city,,12.699,-61.342,CIW,1119
            ,antigua and barbuda,country,
                ,antigua,city,,17.137,-61.793,ANU,1180
            ,dominican republic,country,
                ,punta cana,city,,18.567,-68.363,PUJ,1198
                ,santiago,city,,19.406,-70.605,STI,1199
                ,samana,city,0.011,19.267,-69.742,AZS,1200
                ,santo domingo (do),city,,18.430,-69.669,SDQ,1201
                ,la romana,city,0.208,18.451,-68.912,LRM,1202
            ,guadeloupe,country,
                ,pointe a pitre,city,0.146,16.265,-61.532,PTP,1354
            ,curacao,country,
            ,barbados,country,
            ,anguilla,country,
            ,cayman islands,country,
                ,grand cayman island,city,,19.293,-81.358,GCM,2863
                ,cayman brac,city,,19.687,-79.883,CYB,2864
            ,aruba,country,
            ,bahamas,country,
                ,freeport,city,,26.559,-78.696,FPO,3220
